Name,Address,Mon,Tue,Wed,Thu,Fri,Sat,Sun
Tavolàta,"501 E Pike St, Seattle, WA 98122","['Closed', '']","['Closed', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 9:00 PM', '']"
iconiq,"1421 31st Ave S, Seattle, WA 98144","['Closed', '']","['Closed', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:30 PM', '']","['5:00 PM - 8:30 PM', '']","['Closed', '']"
Soju Anju Bar,"1621 12th Ave, Seattle, WA 98122","['Closed', '']","['3:00 PM - 12:00 AM (Next day)', '']","['3:00 PM - 12:00 AM (Next day)', '']","['3:00 PM - 12:00 AM (Next day)', '']","['3:00 PM - 12:00 AM (Next day)', '']","['3:00 PM - 12:00 AM (Next day)', '']","['3:00 PM - 12:00 AM (Next day)', '']"
Mala & Satay,"224 Fairview Ave N, Seattle, WA 98109","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['Closed', '']"
Marination,"2000 6th Ave, Amazon Doppler, Seattle, WA 98121","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['Closed', '']"
The Fry Guys,"1760 1st Ave S, Seattle, WA 98134","['Closed', '']","['Closed', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['Closed', '']"
Harbor City Restaurant,"707 S King St, Seattle, WA 98104","['8:30 AM - 11:00 PM', '']","['8:30 AM - 11:00 PM', '']","['Closed', '']","['8:30 AM - 11:00 PM', '']","['8:30 AM - 11:00 PM', '']","['8:30 AM - 11:00 PM', '']","['8:30 AM - 11:00 PM', '']"
Tacos Chukis,"832 Dexter Ave N, Seattle, WA 98109","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']"
Shiro's,"2401 2nd Ave, Seattle, WA 98121","['5:00 PM - 9:45 PM', '']","['5:00 PM - 9:45 PM', '']","['5:00 PM - 9:45 PM', '']","['5:00 PM - 9:45 PM', '']","['4:30 PM - 9:45 PM', '']","['4:30 PM - 9:45 PM', '']","['4:30 PM - 9:45 PM', '']"
Copine,"6460 24th Ave NW, Seattle, WA 98107","['Closed', '']","['Closed', '']","['Closed', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['Closed', '']"
Tsukushinbo,"515 S Main St, Seattle, WA 98104","['5:00 PM - 10:00 PM', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 10:00 PM', '']"
Mike's Noodle House,"418 Maynard Ave S, Seattle, WA 98104","['9:30 AM - 8:00 PM', '']","['9:30 AM - 8:00 PM', '']","['9:30 AM - 8:00 PM', '']","['9:30 AM - 8:00 PM', '']","['9:30 AM - 8:00 PM', '']","['9:30 AM - 8:00 PM', '']","['9:30 AM - 8:00 PM', '']"
Bongos,"6501 Aurora Ave N, Seattle, WA 98103","['Closed', '']","['Closed', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']"
Violet,"1734 12th Ave, Seattle, WA 98122","['Closed', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 12:00 AM (Next day)', '']","['5:00 PM - 12:00 AM (Next day)', '']","['Closed', '']"
Citizen,"706 Taylor Ave N, Seattle, WA 98109","['Closed', '']","['Closed', '']","['Closed', '']","['Closed', '']","['8:00 AM - 2:00 PM', '']","['8:00 AM - 2:00 PM', '']","['8:00 AM - 2:00 PM', '']"
Dough Zone - Seattle Pine St.,"815 Pine St, Seattle, WA 98101","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']"
Baegopa,"509 7th Ave S, Seattle, WA 98104","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 9:00 PM', '']"
Eden Hill Restaurant,"2209 Queen Anne Ave N, Seattle, WA 98109","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']"
Cookie's Country Chicken,"​121 S King St, Seattle, WA 98104","['Closed', '']","['Closed', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 9:00 PM', '']","['Closed', '']","['Closed', '']"
Cafe Turko,"750 N 34th St, Seattle, WA 98103","['Closed', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Café Hagen,"1252 Thomas St, Seattle, WA 98109","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']"
Finch & Pine,"711 Bellevue Ave E, Ste 100, Seattle, WA 98102","['Closed', '']","['8:30 AM - 3:00 PM', '']","['8:30 AM - 3:00 PM', '']","['Closed', 'Special hours']",[],"['Normally,  , 8:30 AM - 5:00 PM']","['Closed', 'Special hours']"
Bentoful,"501 Fairview Ave N, Seattle, WA 98109","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['Closed', '']","['Closed', '']"
Lionhead,"618 Broadway E, Seattle, WA 98102","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 9:00 PM', '']"
Son of A Butcher,"2236 Eastlake Ave E, Seattle, WA 98102","['Closed', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 11:00 PM', '']","['Closed', '']"
Biscuit Bitch,"2303 3rd Ave, Seattle, WA 98121","['8:00 AM - 1:00 PM', '']","['Closed', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']"
Quinn's,"1001 E Pike St, Seattle, WA 98122","['Closed', '']","['Closed', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 1:00 AM (Next day)', '']","['4:00 PM - 1:00 AM (Next day)', '']","['4:00 PM - 9:00 PM', '']"
Taylor Shellfish Farms - Seattle,"1521 Melrose Ave, Seattle, WA 98122","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 8:00 PM', '']"
The Harvest Vine,"2701 E Madison St, Seattle, WA 98112","['Closed', '']","['Closed', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']"
Altura,"617 Broadway E, Seattle, WA 98102","['Closed', '']","['Closed', '']","['2:00 PM - 9:00 PM', '']","['2:00 PM - 9:00 PM', '']","['2:00 PM - 9:00 PM', '']","['2:00 PM - 9:00 PM', '']","['Closed', '']"
Cinque Terre Ristorante,"2001 Westlake Ave, Seattle, WA 98121","['3:00 PM - 10:00 PM', '']","['3:00 PM - 10:00 PM', '']","['3:00 PM - 10:00 PM', '']","['3:00 PM - 10:00 PM', '']","['3:00 PM - 11:00 PM', '']","['3:00 PM - 11:00 PM', '']","['3:00 PM - 10:00 PM', '']"
Le Coin,"4201 Fremont Ave N, Seattle, WA 98103","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:45 PM', '']","['10:00 AM - 2:00 PM, 4:00 PM - 9:45 PM', '']","['10:00 AM - 2:00 PM, 4:00 PM - 9:00 PM', '']"
Due' Cucina Italiana - Capitol Hill,"412 Broadway E, Seattle, WA 98102","['11:30 AM - 9:30 PM', '']","['11:30 AM - 9:30 PM', '']","['11:30 AM - 9:30 PM', '']","['11:30 AM - 9:30 PM', '']","['11:30 AM - 9:30 PM', '']","['11:30 AM - 9:30 PM', '']","['11:30 AM - 9:30 PM', '']"
Sushi Kashiba,"86 Pine St, Ste 1, Seattle, WA 98101","['Closed', '']","['Closed', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:30 PM', '']","['5:00 PM - 9:30 PM', '']","['5:00 PM - 9:00 PM', '']"
Azuki Handmade Japanese Udon Noodles,"2711 E Madison St, Seattle, WA 98112","['12:00 PM - 2:00 PM, 5:30 PM - 8:00 PM', '']","['12:00 PM - 2:00 PM, 5:30 PM - 8:00 PM', '']","['12:00 PM - 2:00 PM, 5:30 PM - 8:00 PM', '']","['12:00 PM - 2:00 PM, 5:30 PM - 8:00 PM', '']","['12:00 PM - 2:00 PM, 5:30 PM - 8:00 PM', '']","['12:00 PM - 2:00 PM, 5:30 PM - 8:00 PM', '']","['12:00 PM - 2:00 PM, 5:30 PM - 8:00 PM', '']"
Taku,"706 E Pike St, Seattle, WA 98122","['Closed', '']","['Closed', '']","['3:00 PM - 2:00 AM (Next day)', '']","['3:00 PM - 2:00 AM (Next day)', '']","['3:00 PM - 2:00 AM (Next day)', '']","['3:00 PM - 2:00 AM (Next day)', '']","['3:00 PM - 2:00 AM (Next day)', '']"
Aburiya Bento House,"2100 Western Ave, Seattle, WA 98121","['Closed', '']","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['Closed', '']"
Quinn's,"1001 E Pike St, Seattle, WA 98122","['Closed', '']","['Closed', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 1:00 AM (Next day)', '']","['4:00 PM - 1:00 AM (Next day)', '']","['4:00 PM - 9:00 PM', '']"
Finch & Pine,"711 Bellevue Ave E, Ste 100, Seattle, WA 98102","['Closed', '']","['8:30 AM - 3:00 PM', '']","['8:30 AM - 3:00 PM', '']","['Closed', 'Special hours']",[],"['Normally,  , 8:30 AM - 5:00 PM']","['Closed', 'Special hours']"
Meekong Bar,"2525 4th Ave, Seattle, WA 98121","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Biscuit Bitch,"2303 3rd Ave, Seattle, WA 98121","['8:00 AM - 1:00 PM', '']","['Closed', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']"
South Lake Kitchen + Bar,"2125 Terry Ave, Seattle, WA 98121","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['8:00 AM - 1:00 PM, 4:00 PM - 10:00 PM', '']","['8:00 AM - 1:00 PM, 4:00 PM - 10:00 PM', '']","['8:00 AM - 1:00 PM, 4:00 PM - 10:00 PM', '']"
Local 360,"2234 1st Ave, Seattle, WA 98121","['Closed', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['9:00 AM - 10:00 PM', '']","['9:00 AM - 3:00 PM', '']"
Birch,"1001 Fairview Ave N, Ste 2250, Seattle, WA 98109","['Closed', '']","['Closed', '']","['Closed', '']","['Closed', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 10:00 PM', '']","['Closed', '']"
S/T Hooligans,"4354 Leary Way NW, Seattle, WA 98107","['Closed', '']","['Closed', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 6:00 PM', '']"
Tamarind Tree,"1036 S Jackson St, Ste A, Seattle, WA 98104","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Local 360,"2234 1st Ave, Seattle, WA 98121","['Closed', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['9:00 AM - 10:00 PM', '']","['9:00 AM - 3:00 PM', '']"
Birch,"1001 Fairview Ave N, Ste 2250, Seattle, WA 98109","['Closed', '']","['Closed', '']","['Closed', '']","['Closed', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 10:00 PM', '']","['Closed', '']"
S/T Hooligans,"4354 Leary Way NW, Seattle, WA 98107","['Closed', '']","['Closed', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 6:00 PM', '']"
Ba Bar,"500 Terry Ave N, Seattle, WA 98109","['Closed', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['3:00 PM - 9:00 PM', '']","['Closed', '']"
Cafe Flora,"2901 E Madison St, Seattle, WA 98112","['9:00 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']","['8:00 AM - 2:30 PM, 5:00 PM - 8:00 PM', '']","['8:00 AM - 2:30 PM, 5:00 PM - 8:00 PM', '']"
Phnom Penh Noodle House,"913 S Jackson St, Ste A, Seattle, WA 98104","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['Closed', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']"
The Hart and The Hunter,"111 Pine St, Seattle, WA 98101","['8:00 AM - 3:00 PM', '']","['8:00 AM - 3:00 PM', '']","['8:00 AM - 9:00 PM', '']","['8:00 AM - 9:00 PM', '']","['8:00 AM - 9:00 PM', '']","['8:00 AM - 9:00 PM', '']","['8:00 AM - 3:00 PM', '']"
Umi Sake House,"2230 1st Ave, Seattle, WA 98121","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 11:00 PM', '']"
Seoul Bowl & Bar,"722 12th Ave, Seattle, WA 98122","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
ChungChun Rice Hot Dog,"502 S King St, Seattle, WA 98104","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']"
Ba Bar,"500 Terry Ave N, Seattle, WA 98109","['Closed', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['3:00 PM - 9:00 PM', '']","['Closed', '']"
Kizuki Ramen & Izakaya,"320 E Pine St, Seattle, WA 98122","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']"
Champagne Diner,"945 Elliott Ave W, Ste 201, Seattle, WA 98119","['Closed', '']","['Closed', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']","['9:00 AM - 3:00 PM', '']"
Daniel's Broiler,"809 Fairview Pl N, Seattle, WA 98109","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']"
Momiji,"1522 12th Ave, Seattle, WA 98122","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 11:00 PM', '']"
Kamonegi,"1054 N 39th St, Seattle, WA 98103","['Closed', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['Closed', '']"
Café Hagen,"1252 Thomas St, Seattle, WA 98109","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']","['8:00 AM - 4:00 PM', '']"
Monsoon Seattle,"615 19th Ave E, Seattle, WA 98112","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:00 PM', '']"
Ben Paris,"130 Pike St, Seattle, WA 98101","['Closed', '']","['Closed', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']"
Homer,"3013 Beacon Ave S, Seattle, WA 98144","['Closed', '']","['Closed', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 9:00 PM', '']"
Herb & Bitter Public House,"516 Broadway E, Seattle, WA 98102","['Closed', '']","['Closed', '']","['Closed', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 11:00 PM', '']"
Terra Plata,"1501 Melrose Ave, Seattle, WA 98122","['5:00 PM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 11:00 PM', '']","['9:30 AM - 11:00 PM', '']","['9:30 AM - 10:30 PM', '']"
Smith,"332 15th Ave E, Seattle, WA 98112","['5:00 PM - 9:30 PM', '']","['5:00 PM - 9:30 PM', '']","['5:00 PM - 9:30 PM', '']","['5:00 PM - 9:30 PM', '']","['5:00 PM - 9:30 PM', '']","['10:00 AM - 2:30 PM, 5:00 PM - 9:30 PM', '']","['10:00 AM - 2:30 PM, 5:00 PM - 9:30 PM', '']"
The Hart and The Hunter,"111 Pine St, Seattle, WA 98101","['8:00 AM - 3:00 PM', '']","['8:00 AM - 3:00 PM', '']","['8:00 AM - 9:00 PM', '']","['8:00 AM - 9:00 PM', '']","['8:00 AM - 9:00 PM', '']","['8:00 AM - 9:00 PM', '']","['8:00 AM - 3:00 PM', '']"
Dacha Diner,"1416 E Olive Way, Seattle, WA 98122","['Closed', '']","['Closed', '']","['Closed', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['10:00 AM - 2:00 PM', '']"
Sisters And Brothers,"544 Elliott Ave W, Seattle, WA 98119","['Closed', '']","['Closed', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 4:00 PM', '']"
Portage Bay Cafe - Roosevelt,"4130 Roosevelt Way NE, Seattle, WA 98105","['8:00 AM - 1:00 PM', '']","['Closed', '']","['Closed', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 2:00 PM', '']","['8:00 AM - 2:00 PM', '']","['8:00 AM - 2:00 PM', '']"
Kokkaku,"2208 N 45th St, Seattle, WA 98103","['Closed', '']","['Closed', '']","['4:30 PM - 9:00 PM', '']","['4:30 PM - 9:00 PM', '']","['4:30 PM - 9:00 PM', '']","['4:30 PM - 9:00 PM', '']","['4:30 PM - 9:00 PM', '']"
Rocco's,"2312 2nd Ave, Seattle, WA 98121","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']"
Pink Salt Restaurant,"3321 W McGraw St, Seattle, WA 98199","['Closed', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 8:00 PM', '']"
Wild Ginger,"2202B 8th Ave, Seattle, WA 98121","['Closed', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']","['Closed', '']"
Chengdu Taste 滋味成都,"504 5th Ave S, Ste 106, Seattle, WA 98104","['11:00 AM - 3:00 PM, 4:00 PM - 8:30 PM', '']","['11:00 AM - 3:00 PM', '']","['11:00 AM - 3:00 PM, 4:00 PM - 8:30 PM', '']","['11:00 AM - 3:00 PM, 4:00 PM - 8:30 PM', '']","['11:00 AM - 3:00 PM, 4:00 PM - 8:30 PM', '']","['11:00 AM - 3:00 PM, 4:00 PM - 8:30 PM', '']","['11:00 AM - 3:00 PM, 4:00 PM - 8:30 PM', '']"
The Alley,"4129 University Way NE, Seattle, WA 98105","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Drunken Chicken,"4401 Wallingford Ave N, Seattle, WA 98103","['Closed', '']","['Closed', '']","['Closed', '']","['4:00 PM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']"
RockCreek Seafood & Spirits,"4300 Fremont Ave N, Seattle, WA 98103","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 10:00 PM', '']"
Il Nido,"2717 61st Ave SW, The Alki Homestead, Seattle, WA 98116","['Closed', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['Closed', '']"
Haidilao Hot Pot,"600 Pine St, Ste 355, Seattle, WA 98101","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 9:30 PM', '']"
Le Caviste,"1919 7th Ave, Seattle, WA 98101","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['Closed', '']"
wa’z,"411 Cedar St, Seattle, WA 98121","['Closed', '']","['Closed', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']"
The Crab Pot,"1301 Alaskan Way, Pier 57, Seattle, WA 98101","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Le Caviste,"1919 7th Ave, Seattle, WA 98101","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']","['Closed', '']"
